City,Type,Category,Sub-Category,Amount
Seaside,Revenue,Taxes,Transportation Tax,
Seaside,Revenue,Taxes,Transient Lodging Taxes,1941117
Seaside,Revenue,Taxes,Franchises,1016071
Seaside,Revenue,Taxes,Business License Taxes,536689
Seaside,Revenue,Taxes,Real Property Transfer Taxes,58641
Seaside,Revenue,Taxes,Utility Users Tax,2237091
Seaside,Revenue,Taxes,Other Non-Property Taxes,3216369
Seaside,Revenue,Special Benefit Assessments,Fire and Paramedics,
Seaside,Revenue,Special Benefit Assessments,Police,
Seaside,Revenue,Special Benefit Assessments,Lighting,
Seaside,Revenue,Special Benefit Assessments,Other,62665
Seaside,Revenue,Licenses and Permits,Construction Permits,164021
Seaside,Revenue,Licenses and Permits,Other Licenses and Permits,32255
Seaside,Revenue,Fines and Forfeitures,Vehicle Code Fines,166791
Seaside,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",22137
Seaside,Revenue,Revenue From Use of Money and Property,Investment Earnings,90082
Seaside,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",628050
Seaside,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,92051
Seaside,Revenue,Intergovernmental,State Homeowners Property Tax Relief,5616
Seaside,Revenue,Intergovernmental,State Gasoline Tax,526930
Seaside,Revenue,Intergovernmental,Other State Grants,1980118
Seaside,Revenue,Intergovernmental,County Grants,
Seaside,Revenue,Intergovernmental,Federal Grants,766425
Seaside,Revenue,Intergovernmental,Other Taxes In-Lieu,
Seaside,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",118431
Seaside,Revenue,Current Service Charges,Special Police Department Services,90648
Seaside,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,414817
Seaside,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",
Seaside,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,
Seaside,Revenue,Current Service Charges,Solid Waste Revenues,
Seaside,Revenue,Current Service Charges,Parking Facilities,
Seaside,Revenue,Current Service Charges,Parks and Recreation Fees,343195
Seaside,Revenue,Current Service Charges,Golf Course Fees,
Seaside,Revenue,Current Service Charges,Water Service Charges and Connection Fees,597864
Seaside,Revenue,Current Service Charges,Electric Revenues,
Seaside,Revenue,Current Service Charges,Gas Revenues,
Seaside,Revenue,Current Service Charges,Airport Revenues,
Seaside,Revenue,Current Service Charges,Port and Harbor Revenues,
Seaside,Revenue,Current Service Charges,Hospital Revenues,
Seaside,Revenue,Current Service Charges,Transit Revenues,
Seaside,Revenue,Current Service Charges,Quasi-External Transactions,
Seaside,Revenue,Current Service Charges,Other Current Service Charges,4107
Seaside,Revenue,Other Revenues,Sale of Real and Personal Property,
Seaside,Revenue,Other Revenues,Contributions from Non-Government Sources,
Seaside,Revenue,Other Revenues,Other Sources of Revenues,2955216
Seaside,Revenue,Other Revenues,Other Financing Sources,
Seaside,Revenue,Other Revenues,Sale of Bonds,
Seaside,Revenue,Other Revenues,Notes and Other,
Seaside,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,25572782
Sebastopol,Revenue,Taxes,Secured and Unsecured Property Tax,1105198
Sebastopol,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Sebastopol,Revenue,Taxes,Other Property Taxes,573739
Sebastopol,Revenue,Taxes,Sales and Use Taxes,1608191
Sebastopol,Revenue,Taxes,Transportation Tax,47723
Sebastopol,Revenue,Taxes,Transient Lodging Taxes,293425
Sebastopol,Revenue,Taxes,Franchises,254763
Sebastopol,Revenue,Taxes,Business License Taxes,111793
Sebastopol,Revenue,Taxes,Real Property Transfer Taxes,84791
Sebastopol,Revenue,Taxes,Utility Users Tax,66509
Sebastopol,Revenue,Taxes,Other Non-Property Taxes,407990
Sebastopol,Revenue,Special Benefit Assessments,Fire and Paramedics,
Sebastopol,Revenue,Special Benefit Assessments,Police,
Sebastopol,Revenue,Special Benefit Assessments,Lighting,
Sebastopol,Revenue,Special Benefit Assessments,Other,95647
Sebastopol,Revenue,Licenses and Permits,Construction Permits,132523
Sebastopol,Revenue,Licenses and Permits,Other Licenses and Permits,2405
Sebastopol,Revenue,Fines and Forfeitures,Vehicle Code Fines,67360
Sebastopol,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",6446
Sebastopol,Revenue,Revenue From Use of Money and Property,Investment Earnings,141847
Sebastopol,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",49968
Sebastopol,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,21215
Sebastopol,Revenue,Intergovernmental,State Homeowners Property Tax Relief,6989
Sebastopol,Revenue,Intergovernmental,State Gasoline Tax,200097
Sebastopol,Revenue,Intergovernmental,Other State Grants,216582
Sebastopol,Revenue,Intergovernmental,County Grants,469804
Sebastopol,Revenue,Intergovernmental,Federal Grants,598648
Sebastopol,Revenue,Intergovernmental,Other Taxes In-Lieu,
Sebastopol,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",36906
Sebastopol,Revenue,Current Service Charges,Special Police Department Services,73881
Sebastopol,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,41016
Sebastopol,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",91422
Sebastopol,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,2226917
Sebastopol,Revenue,Current Service Charges,Solid Waste Revenues,
Sebastopol,Revenue,Current Service Charges,Parking Facilities,
Sebastopol,Revenue,Current Service Charges,Parks and Recreation Fees,48939
Sebastopol,Revenue,Current Service Charges,Golf Course Fees,
Sebastopol,Revenue,Current Service Charges,Water Service Charges and Connection Fees,1172081
Sebastopol,Revenue,Current Service Charges,Electric Revenues,
Sebastopol,Revenue,Current Service Charges,Gas Revenues,
Sebastopol,Revenue,Current Service Charges,Airport Revenues,
Sebastopol,Revenue,Current Service Charges,Port and Harbor Revenues,
Sebastopol,Revenue,Current Service Charges,Hospital Revenues,
Sebastopol,Revenue,Current Service Charges,Transit Revenues,
Sebastopol,Revenue,Current Service Charges,Quasi-External Transactions,
Sebastopol,Revenue,Current Service Charges,Other Current Service Charges,9163
Sebastopol,Revenue,Other Revenues,Sale of Real and Personal Property,5440
Sebastopol,Revenue,Other Revenues,Contributions from Non-Government Sources,56025
Sebastopol,Revenue,Other Revenues,Other Sources of Revenues,314178
Sebastopol,Revenue,Other Revenues,Other Financing Sources,
Sebastopol,Revenue,Other Revenues,Sale of Bonds,
Sebastopol,Revenue,Other Revenues,Notes and Other,
Sebastopol,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,10639621
Selma,Revenue,Taxes,Secured and Unsecured Property Tax,1525884
Selma,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Selma,Revenue,Taxes,Other Property Taxes,1708555
Selma,Revenue,Taxes,Sales and Use Taxes,2361135
Selma,Revenue,Taxes,Transportation Tax,1194952
Selma,Revenue,Taxes,Transient Lodging Taxes,216556
Selma,Revenue,Taxes,Franchises,654003
Selma,Revenue,Taxes,Business License Taxes,152337
Selma,Revenue,Taxes,Real Property Transfer Taxes,26654
Selma,Revenue,Taxes,Utility Users Tax,
Selma,Revenue,Taxes,Other Non-Property Taxes,2050468
Selma,Revenue,Special Benefit Assessments,Fire and Paramedics,
Selma,Revenue,Special Benefit Assessments,Police,
Selma,Revenue,Special Benefit Assessments,Lighting,
Selma,Revenue,Special Benefit Assessments,Other,227881
Selma,Revenue,Licenses and Permits,Construction Permits,84628
Selma,Revenue,Licenses and Permits,Other Licenses and Permits,51880
Selma,Revenue,Fines and Forfeitures,Vehicle Code Fines,134829
Selma,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",19235
Selma,Revenue,Revenue From Use of Money and Property,Investment Earnings,42350
Selma,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",38484
Selma,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,85021
Selma,Revenue,Intergovernmental,State Homeowners Property Tax Relief,9623
Selma,Revenue,Intergovernmental,State Gasoline Tax,368740
Selma,Revenue,Intergovernmental,Other State Grants,709426
Selma,Revenue,Intergovernmental,County Grants,
Selma,Revenue,Intergovernmental,Federal Grants,215487
Selma,Revenue,Intergovernmental,Other Taxes In-Lieu,
Selma,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",73509
Selma,Revenue,Current Service Charges,Special Police Department Services,103563
Selma,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,1536115
Selma,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",890
Selma,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,
Selma,Revenue,Current Service Charges,Solid Waste Revenues,1072234
Selma,Revenue,Current Service Charges,Parking Facilities,
Selma,Revenue,Current Service Charges,Parks and Recreation Fees,62657
Selma,Revenue,Current Service Charges,Golf Course Fees,
Selma,Revenue,Current Service Charges,Water Service Charges and Connection Fees,
Selma,Revenue,Current Service Charges,Electric Revenues,
Selma,Revenue,Current Service Charges,Gas Revenues,
Selma,Revenue,Current Service Charges,Airport Revenues,
Selma,Revenue,Current Service Charges,Port and Harbor Revenues,
Selma,Revenue,Current Service Charges,Hospital Revenues,
Selma,Revenue,Current Service Charges,Transit Revenues,24042
Selma,Revenue,Current Service Charges,Quasi-External Transactions,
Selma,Revenue,Current Service Charges,Other Current Service Charges,67527
Selma,Revenue,Other Revenues,Sale of Real and Personal Property,9223
Selma,Revenue,Other Revenues,Contributions from Non-Government Sources,
Selma,Revenue,Other Revenues,Other Sources of Revenues,805250
Selma,Revenue,Other Revenues,Other Financing Sources,
Selma,Revenue,Other Revenues,Sale of Bonds,
Selma,Revenue,Other Revenues,Notes and Other,
Selma,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,15633138
Shafter,Revenue,Taxes,Secured and Unsecured Property Tax,910188
Shafter,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Shafter,Revenue,Taxes,Other Property Taxes,1524640
Shafter,Revenue,Taxes,Sales and Use Taxes,4614588
Shafter,Revenue,Taxes,Transportation Tax,
Shafter,Revenue,Taxes,Transient Lodging Taxes,
Shafter,Revenue,Taxes,Franchises,342685
Shafter,Revenue,Taxes,Business License Taxes,42000
Shafter,Revenue,Taxes,Real Property Transfer Taxes,18321
Shafter,Revenue,Taxes,Utility Users Tax,
Shafter,Revenue,Taxes,Other Non-Property Taxes,810253
Shafter,Revenue,Special Benefit Assessments,Fire and Paramedics,
Shafter,Revenue,Special Benefit Assessments,Police,
Shafter,Revenue,Special Benefit Assessments,Lighting,
Shafter,Revenue,Special Benefit Assessments,Other,175843
Shafter,Revenue,Licenses and Permits,Construction Permits,
Shafter,Revenue,Licenses and Permits,Other Licenses and Permits,10715
Shafter,Revenue,Fines and Forfeitures,Vehicle Code Fines,6483
Shafter,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",44171
Shafter,Revenue,Revenue From Use of Money and Property,Investment Earnings,1782814
Shafter,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",3324649
Shafter,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,59976
Shafter,Revenue,Intergovernmental,State Homeowners Property Tax Relief,7300
Shafter,Revenue,Intergovernmental,State Gasoline Tax,238817
Shafter,Revenue,Intergovernmental,Other State Grants,655530
Shafter,Revenue,Intergovernmental,County Grants,
Shafter,Revenue,Intergovernmental,Federal Grants,314595
Shafter,Revenue,Intergovernmental,Other Taxes In-Lieu,
Shafter,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",173416
Shafter,Revenue,Current Service Charges,Special Police Department Services,97873
Shafter,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,
Shafter,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",72318
Shafter,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,1529157
Shafter,Revenue,Current Service Charges,Solid Waste Revenues,750843
Shafter,Revenue,Current Service Charges,Parking Facilities,
Shafter,Revenue,Current Service Charges,Parks and Recreation Fees,33767
Shafter,Revenue,Current Service Charges,Golf Course Fees,
Shafter,Revenue,Current Service Charges,Water Service Charges and Connection Fees,2030905
Shafter,Revenue,Current Service Charges,Electric Revenues,
Shafter,Revenue,Current Service Charges,Gas Revenues,
Shafter,Revenue,Current Service Charges,Airport Revenues,
Shafter,Revenue,Current Service Charges,Port and Harbor Revenues,
Shafter,Revenue,Current Service Charges,Hospital Revenues,
Shafter,Revenue,Current Service Charges,Transit Revenues,44503
Shafter,Revenue,Current Service Charges,Quasi-External Transactions,1641329
Shafter,Revenue,Current Service Charges,Other Current Service Charges,9742760
Shafter,Revenue,Other Revenues,Sale of Real and Personal Property,14716
Shafter,Revenue,Other Revenues,Contributions from Non-Government Sources,323841
Shafter,Revenue,Other Revenues,Other Sources of Revenues,24136
Shafter,Revenue,Other Revenues,Other Financing Sources,
Shafter,Revenue,Other Revenues,Sale of Bonds,
Shafter,Revenue,Other Revenues,Notes and Other,
Shafter,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,31363132
Shasta Lake,Revenue,Taxes,Secured and Unsecured Property Tax,679935
Shasta Lake,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Shasta Lake,Revenue,Taxes,Other Property Taxes,1080102
Shasta Lake,Revenue,Taxes,Sales and Use Taxes,330923
Shasta Lake,Revenue,Taxes,Transportation Tax,
Shasta Lake,Revenue,Taxes,Transient Lodging Taxes,9136
Shasta Lake,Revenue,Taxes,Franchises,184597
Shasta Lake,Revenue,Taxes,Business License Taxes,18936
Shasta Lake,Revenue,Taxes,Real Property Transfer Taxes,13472
Shasta Lake,Revenue,Taxes,Utility Users Tax,
Shasta Lake,Revenue,Taxes,Other Non-Property Taxes,115375
Shasta Lake,Revenue,Special Benefit Assessments,Fire and Paramedics,
Shasta Lake,Revenue,Special Benefit Assessments,Police,
Shasta Lake,Revenue,Special Benefit Assessments,Lighting,
Shasta Lake,Revenue,Special Benefit Assessments,Other,
Shasta Lake,Revenue,Licenses and Permits,Construction Permits,81549
Shasta Lake,Revenue,Licenses and Permits,Other Licenses and Permits,3360
Shasta Lake,Revenue,Fines and Forfeitures,Vehicle Code Fines,17838
Shasta Lake,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",7906
Shasta Lake,Revenue,Revenue From Use of Money and Property,Investment Earnings,623151
Shasta Lake,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",11708
Shasta Lake,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,
Shasta Lake,Revenue,Intergovernmental,State Homeowners Property Tax Relief,9968
Shasta Lake,Revenue,Intergovernmental,State Gasoline Tax,188668
Shasta Lake,Revenue,Intergovernmental,Other State Grants,959312
Shasta Lake,Revenue,Intergovernmental,County Grants,574842
Shasta Lake,Revenue,Intergovernmental,Federal Grants,2671637
Shasta Lake,Revenue,Intergovernmental,Other Taxes In-Lieu,
Shasta Lake,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",26829
Shasta Lake,Revenue,Current Service Charges,Special Police Department Services,
Shasta Lake,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,
Shasta Lake,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",11895
Shasta Lake,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,1710561
Shasta Lake,Revenue,Current Service Charges,Solid Waste Revenues,
Shasta Lake,Revenue,Current Service Charges,Parking Facilities,
Shasta Lake,Revenue,Current Service Charges,Parks and Recreation Fees,16172
Shasta Lake,Revenue,Current Service Charges,Golf Course Fees,
Shasta Lake,Revenue,Current Service Charges,Water Service Charges and Connection Fees,1850675
Shasta Lake,Revenue,Current Service Charges,Electric Revenues,17858108
Shasta Lake,Revenue,Current Service Charges,Gas Revenues,
Shasta Lake,Revenue,Current Service Charges,Airport Revenues,
Shasta Lake,Revenue,Current Service Charges,Port and Harbor Revenues,
Shasta Lake,Revenue,Current Service Charges,Hospital Revenues,
Shasta Lake,Revenue,Current Service Charges,Transit Revenues,
Shasta Lake,Revenue,Current Service Charges,Quasi-External Transactions,
Shasta Lake,Revenue,Current Service Charges,Other Current Service Charges,2996374
Shasta Lake,Revenue,Other Revenues,Sale of Real and Personal Property,
Shasta Lake,Revenue,Other Revenues,Contributions from Non-Government Sources,6413
Shasta Lake,Revenue,Other Revenues,Other Sources of Revenues,2106631
Shasta Lake,Revenue,Other Revenues,Other Financing Sources,
Shasta Lake,Revenue,Other Revenues,Sale of Bonds,
Shasta Lake,Revenue,Other Revenues,Notes and Other,
Shasta Lake,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,34166073
Sierra Madre,Revenue,Taxes,Secured and Unsecured Property Tax,2589844
Sierra Madre,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Sierra Madre,Revenue,Taxes,Other Property Taxes,1270321
Sierra Madre,Revenue,Taxes,Sales and Use Taxes,210673
Sierra Madre,Revenue,Taxes,Transportation Tax,
Sierra Madre,Revenue,Taxes,Transient Lodging Taxes,
Sierra Madre,Revenue,Taxes,Franchises,371192
Sierra Madre,Revenue,Taxes,Business License Taxes,147922
Sierra Madre,Revenue,Taxes,Real Property Transfer Taxes,44936
Sierra Madre,Revenue,Taxes,Utility Users Tax,1820422
Sierra Madre,Revenue,Taxes,Other Non-Property Taxes,71450
Sierra Madre,Revenue,Special Benefit Assessments,Fire and Paramedics,
Sierra Madre,Revenue,Special Benefit Assessments,Police,
Sierra Madre,Revenue,Special Benefit Assessments,Lighting,26114
Sierra Madre,Revenue,Special Benefit Assessments,Other,14919
Sierra Madre,Revenue,Licenses and Permits,Construction Permits,62753
Sierra Madre,Revenue,Licenses and Permits,Other Licenses and Permits,80080
Sierra Madre,Revenue,Fines and Forfeitures,Vehicle Code Fines,167373
Sierra Madre,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",22203
Sierra Madre,Revenue,Revenue From Use of Money and Property,Investment Earnings,-21403
Sierra Madre,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",73870
Sierra Madre,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,28470
Sierra Madre,Revenue,Intergovernmental,State Homeowners Property Tax Relief,26727
Sierra Madre,Revenue,Intergovernmental,State Gasoline Tax,319149
Sierra Madre,Revenue,Intergovernmental,Other State Grants,2521634
Sierra Madre,Revenue,Intergovernmental,County Grants,170776
Sierra Madre,Revenue,Intergovernmental,Federal Grants,407492
Sierra Madre,Revenue,Intergovernmental,Other Taxes In-Lieu,
Sierra Madre,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",231855
Sierra Madre,Revenue,Current Service Charges,Special Police Department Services,30419
Sierra Madre,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,319948
Sierra Madre,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",9060
Sierra Madre,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,721684
Sierra Madre,Revenue,Current Service Charges,Solid Waste Revenues,144046
Sierra Madre,Revenue,Current Service Charges,Parking Facilities,
Sierra Madre,Revenue,Current Service Charges,Parks and Recreation Fees,41461
Sierra Madre,Revenue,Current Service Charges,Golf Course Fees,
Sierra Madre,Revenue,Current Service Charges,Water Service Charges and Connection Fees,2914106
Sierra Madre,Revenue,Current Service Charges,Electric Revenues,
Sierra Madre,Revenue,Current Service Charges,Gas Revenues,
Sierra Madre,Revenue,Current Service Charges,Airport Revenues,
Sierra Madre,Revenue,Current Service Charges,Port and Harbor Revenues,
Sierra Madre,Revenue,Current Service Charges,Hospital Revenues,
Sierra Madre,Revenue,Current Service Charges,Transit Revenues,
Sierra Madre,Revenue,Current Service Charges,Quasi-External Transactions,
Sierra Madre,Revenue,Current Service Charges,Other Current Service Charges,616697
Sierra Madre,Revenue,Other Revenues,Sale of Real and Personal Property,111839
Sierra Madre,Revenue,Other Revenues,Contributions from Non-Government Sources,42229
Sierra Madre,Revenue,Other Revenues,Other Sources of Revenues,99449
Sierra Madre,Revenue,Other Revenues,Other Financing Sources,
Sierra Madre,Revenue,Other Revenues,Sale of Bonds,
Sierra Madre,Revenue,Other Revenues,Notes and Other,
Sierra Madre,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,15709710
Signal Hill,Revenue,Taxes,Secured and Unsecured Property Tax,596351
Signal Hill,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Signal Hill,Revenue,Taxes,Other Property Taxes,955792
Signal Hill,Revenue,Taxes,Sales and Use Taxes,7459148
Signal Hill,Revenue,Taxes,Transportation Tax,284285
Signal Hill,Revenue,Taxes,Transient Lodging Taxes,147049
Signal Hill,Revenue,Taxes,Franchises,719116
Signal Hill,Revenue,Taxes,Business License Taxes,1182353
Signal Hill,Revenue,Taxes,Real Property Transfer Taxes,25832
Signal Hill,Revenue,Taxes,Utility Users Tax,
Signal Hill,Revenue,Taxes,Other Non-Property Taxes,3451687
Signal Hill,Revenue,Special Benefit Assessments,Fire and Paramedics,
Signal Hill,Revenue,Special Benefit Assessments,Police,
Signal Hill,Revenue,Special Benefit Assessments,Lighting,
Signal Hill,Revenue,Special Benefit Assessments,Other,54193
Signal Hill,Revenue,Licenses and Permits,Construction Permits,219140
Signal Hill,Revenue,Licenses and Permits,Other Licenses and Permits,51665
Signal Hill,Revenue,Fines and Forfeitures,Vehicle Code Fines,141646
Signal Hill,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",261250
Signal Hill,Revenue,Revenue From Use of Money and Property,Investment Earnings,1328875
Signal Hill,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",55285
Signal Hill,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,38767
Signal Hill,Revenue,Intergovernmental,State Homeowners Property Tax Relief,4248
Signal Hill,Revenue,Intergovernmental,State Gasoline Tax,169029
Signal Hill,Revenue,Intergovernmental,Other State Grants,252822
Signal Hill,Revenue,Intergovernmental,County Grants,420096
Signal Hill,Revenue,Intergovernmental,Federal Grants,157652
Signal Hill,Revenue,Intergovernmental,Other Taxes In-Lieu,
Signal Hill,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",133092
Signal Hill,Revenue,Current Service Charges,Special Police Department Services,237964
Signal Hill,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,
Signal Hill,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",10652
Signal Hill,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,
Signal Hill,Revenue,Current Service Charges,Solid Waste Revenues,492870
Signal Hill,Revenue,Current Service Charges,Parking Facilities,
Signal Hill,Revenue,Current Service Charges,Parks and Recreation Fees,187863
Signal Hill,Revenue,Current Service Charges,Golf Course Fees,
Signal Hill,Revenue,Current Service Charges,Water Service Charges and Connection Fees,3294266
Signal Hill,Revenue,Current Service Charges,Electric Revenues,
Signal Hill,Revenue,Current Service Charges,Gas Revenues,
Signal Hill,Revenue,Current Service Charges,Airport Revenues,
Signal Hill,Revenue,Current Service Charges,Port and Harbor Revenues,
Signal Hill,Revenue,Current Service Charges,Hospital Revenues,
Signal Hill,Revenue,Current Service Charges,Transit Revenues,2626
Signal Hill,Revenue,Current Service Charges,Quasi-External Transactions,
Signal Hill,Revenue,Current Service Charges,Other Current Service Charges,108657
Signal Hill,Revenue,Other Revenues,Sale of Real and Personal Property,2492
Signal Hill,Revenue,Other Revenues,Contributions from Non-Government Sources,
Signal Hill,Revenue,Other Revenues,Other Sources of Revenues,738517
Signal Hill,Revenue,Other Revenues,Other Financing Sources,
Signal Hill,Revenue,Other Revenues,Sale of Bonds,
Signal Hill,Revenue,Other Revenues,Notes and Other,
Signal Hill,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,23185280
Simi Valley,Revenue,Taxes,Secured and Unsecured Property Tax,11882457
Simi Valley,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Simi Valley,Revenue,Taxes,Other Property Taxes,10080270
Simi Valley,Revenue,Taxes,Sales and Use Taxes,10364993
Simi Valley,Revenue,Taxes,Transportation Tax,3861867
Simi Valley,Revenue,Taxes,Transient Lodging Taxes,1281678
Simi Valley,Revenue,Taxes,Franchises,4756939
Simi Valley,Revenue,Taxes,Business License Taxes,1698692
Simi Valley,Revenue,Taxes,Real Property Transfer Taxes,451763
Simi Valley,Revenue,Taxes,Utility Users Tax,
Simi Valley,Revenue,Taxes,Other Non-Property Taxes,3794304
Simi Valley,Revenue,Special Benefit Assessments,Fire and Paramedics,
Simi Valley,Revenue,Special Benefit Assessments,Police,
Simi Valley,Revenue,Special Benefit Assessments,Lighting,
Simi Valley,Revenue,Special Benefit Assessments,Other,
Simi Valley,Revenue,Licenses and Permits,Construction Permits,1169440
Simi Valley,Revenue,Licenses and Permits,Other Licenses and Permits,60333
Simi Valley,Revenue,Fines and Forfeitures,Vehicle Code Fines,481910
Simi Valley,Revenue,Fines and Forfeitures,"Other Fines, Forfeitures, and Penalties",214371
Simi Valley,Revenue,Revenue From Use of Money and Property,Investment Earnings,3783385
Simi Valley,Revenue,Revenue From Use of Money and Property,"Rents, Concessions, Royalties and Other",225977
Simi Valley,Revenue,Intergovernmental,State Motor Vehicle In-Lieu Tax,427121
Simi Valley,Revenue,Intergovernmental,State Homeowners Property Tax Relief,119107
Simi Valley,Revenue,Intergovernmental,State Gasoline Tax,2064397
Simi Valley,Revenue,Intergovernmental,Other State Grants,2698655
Simi Valley,Revenue,Intergovernmental,County Grants,6400
Simi Valley,Revenue,Intergovernmental,Federal Grants,5164887
Simi Valley,Revenue,Intergovernmental,Other Taxes In-Lieu,
Simi Valley,Revenue,Current Service Charges,"Zoning, Subdivision, and Plan Checking Fees",744048
Simi Valley,Revenue,Current Service Charges,Special Police Department Services,218101
Simi Valley,Revenue,Current Service Charges,Special Fire Department Services and First Aid and Ambulance Charges,
Simi Valley,Revenue,Current Service Charges,"Engineering Fees, Inspections, and Other",161911
Simi Valley,Revenue,Current Service Charges,Sewer Service Charges and Connection Fees,14890348
Simi Valley,Revenue,Current Service Charges,Solid Waste Revenues,123643
Simi Valley,Revenue,Current Service Charges,Parking Facilities,
Simi Valley,Revenue,Current Service Charges,Parks and Recreation Fees,
Simi Valley,Revenue,Current Service Charges,Golf Course Fees,
Simi Valley,Revenue,Current Service Charges,Water Service Charges and Connection Fees,
Simi Valley,Revenue,Current Service Charges,Electric Revenues,
Simi Valley,Revenue,Current Service Charges,Gas Revenues,
Simi Valley,Revenue,Current Service Charges,Airport Revenues,
Simi Valley,Revenue,Current Service Charges,Port and Harbor Revenues,
Simi Valley,Revenue,Current Service Charges,Hospital Revenues,
Simi Valley,Revenue,Current Service Charges,Transit Revenues,3209540
Simi Valley,Revenue,Current Service Charges,Quasi-External Transactions,
Simi Valley,Revenue,Current Service Charges,Other Current Service Charges,1092409
Simi Valley,Revenue,Other Revenues,Sale of Real and Personal Property,
Simi Valley,Revenue,Other Revenues,Contributions from Non-Government Sources,
Simi Valley,Revenue,Other Revenues,Other Sources of Revenues,1059620
Simi Valley,Revenue,Other Revenues,Other Financing Sources,
Simi Valley,Revenue,Other Revenues,Sale of Bonds,
Simi Valley,Revenue,Other Revenues,Notes and Other,
Simi Valley,Total Revenue,Total Functional and General Revenues,Total Functional and General Revenues,86088566
Solana Beach,Revenue,Taxes,Secured and Unsecured Property Tax,5131101
Solana Beach,Revenue,Taxes,Voter Approved Indebtedness Property Tax,
Solana Beach,Revenue,Taxes,Other Property Taxes,1296735
Solana Beach,Revenue,Taxes,Sales and Use Taxes,2029806
Solana Beach,Revenue,Taxes,Transportation Tax,
Solana Beach,Revenue,Taxes,Transient Lodging Taxes,1015007
