2010,Enterprise Funds,Electric Fund,Utilities,Administration,Assoc Power Engr,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Assoc Res Planner,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Assoc Res Planner,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Asst Dir Ut/Adm Svcs,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Asst Dir Ut/Res Mgmt,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Asst Director Adm Svcs,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Asst Power Engr,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Asst Res Planner,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Asst To City Mgr,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Business Analyst,2.87,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Cathodic Protection Technician Assistant,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Cathodic Tech,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Cement Finisher,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Chf Elec Undg Inspec,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Chf Inspec Wgw,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Communication Mgr,0,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Contracts Administrator,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Coord Util Saf & Sec,1,0
